#k[h/Mpc] Delta err_up err_down
#
#Croft et al. 2002
#z=2.13
0.0355   5.44    0.54    0.54  
0.0461   2.83    0.35    0.35  
0.0598   1.75    0.14    0.14  
0.0777   0.758   0.131   0.131 
0.101    0.338   0.097   0.097 
0.131    0.166   0.081   0.081 
0.17     0.114   0.077   0.077 
0.221    0.0986  0.0826  0.0826
0.287    0.0628  0.0517  0.0517
#                               
#z=3.51                         
0.00199  50.1    10.3    10.3
0.00259  70.8    13.9    13.9
0.00337  43.4    9.8     9.8
0.00437  57.2    13.8    13.8
0.00568  52.4    10.2    10.2
0.00738  40.2    4       4
0.00958  31.1    5.5     5.5
0.0124   25.6    3.3     3.3
0.0162   23.9    4       4
0.021    15.7    1.5     1.5
0.0272   12.3    1       1
0.0355   8.37    0.63    0.63
0.0461   5.47    0.48    0.48
0.0598   3.16    0.29    0.29
0.0777   1.42    0.16    0.16
0.101    0.637   0.135   0.135
0.131    0.328   0.157   0.157
0.17     0.201   0.141   0.141
0.221    0.142   0.114   0.114
0.287    0.0983  0.0844  0.0844
#
#
#McDonald et al. 2006
#z=2.2
0.00141  17.42   1.68   1.68 
0.00178  16.92   1.3 	1.3  
0.00224  18.39   1.17	1.17 
0.00282  18.32   0.99	0.99 
0.00355  15.34   0.72	0.72 
0.00447  12.36   0.58	0.58 
0.00562  13.76   0.52	0.52 
0.00708  10.92   0.44	0.44 
0.00891  9.3     0.38	0.38 
0.01122  8.07    0.38	0.38 
0.01413  7.04    0.34	0.34 
0.01778  4.77    0.35	0.35 
#                       
#z=2.4                  
0.00141  20.85   1.85   1.85
0.00178  22.94   2.03   2.03
0.00224  22.87   1.35   1.35
0.00282  21.63   1.21   1.21
0.00355  18.17   0.87   0.87
0.00447  15.4    0.64   0.64
0.00562  17.76   0.67   0.67
0.00708  13      0.5    0.5 
0.00891  12.5    0.41   0.41
0.01122  10.42   0.41   0.41
0.01413  8.24    0.36   0.36
0.01778  6.18    0.34   0.34
#                       
#z=2.6                  
0.00141  27.55   2.49   2.49
0.00178  28.29   1.81   1.81
0.00224  31.32   1.71   1.71
0.00282  26.79   1.36   1.36
0.00355  24.53   1.07   1.07
0.00447  20.29   0.84   0.84
0.00562  22.17   0.71   0.71
0.00708  17.02   0.6    0.6 
0.00891  15.34   0.5    0.5 
0.01122  13.29   0.48   0.48
0.01413  10.36   0.42   0.42
0.01778  8.59    0.38   0.38
#                       
#z=2.8                  
0.00141  36.5    2.7    2.7 
0.00178  36.75   2.16   2.16
0.00224  37.96   1.76   1.76
0.00282  36.4    1.45   1.45
0.00355  29.58   1.21   1.21
0.00447  25.29   0.91   0.91
0.00562  25.45   0.82   0.82
0.00708  22.39   0.67   0.67
0.00891  20.09   0.62   0.62
0.01122  15.96   0.48   0.48
0.01413  13.2    0.43   0.43
0.01778  9.82    0.37   0.37
#                       
#z=3.0                  
0.00141  45.64   3.67   3.67
0.00178  41.83   2.83   2.83
0.00224  46.88   2.64   2.64
0.00282  41.53   2.16   2.16
0.00355  36.46   1.7    1.7 
0.00447  29.12   1.19   1.19
0.00562  29.86   1.06   1.06
0.00708  24.19   0.8    0.8 
0.00891  22.52   0.75   0.75
0.01122  18.87   0.67   0.67
0.01413  14.52   0.53   0.53
0.01778  11.5    0.48   0.48
#                       
#z=3.2                  
0.00141  54.12   4.92   4.92
0.00178  49.1    4.09   4.09
0.00224  52.19   3.25   3.25
0.00282  47.85   2.55   2.55
0.00355  43.52   2.3    2.3 
0.00447  34.81   1.53   1.53
0.00562  34.36   1.41   1.41
0.00708  31.08   1.19   1.19
0.00891  27.03   0.95   0.95
0.01122  22.39   0.84   0.84
0.01413  18.64   0.72   0.72
0.01778  15.46   0.67   0.67
#                       
#z=3.4                  
0.00141  56.04   5.81   5.81
0.00178  75.13   5.3    5.3 
0.00224  56.28   3.91   3.91
0.00282  57.88   3.37   3.37
0.00355  52.14   2.83   2.83
0.00447  43.17   2.2    2.2 
0.00562  41.53   1.73   1.73
0.00708  37.37   1.43   1.43
0.00891  32.72   1.2    1.2 
0.01122  28.8    1.17   1.17
0.01413  22.64   0.89   0.89
0.01778  18.43   0.8    0.8 
#                       
#z=3.6                  
0.00141  79.24   8.31   8.31
0.00178  84.73   8.25   8.25
0.00224  74.61   5.85   5.85
0.00282  65.77   4.97   4.97
0.00355  65.99   4.15   4.15
0.00447  55.47   3.38   3.38
0.00562  49.46   2.75   2.75
0.00708  43.87   2.17   2.17
0.00891  40.46   1.95   1.95
0.01122  32.41   1.65   1.65
0.01413  26.26   1.33   1.33
0.01778  22.02   1.26   1.26
#                       
#z=3.8                  
0.00141  118.73  15.49  15.49
0.00178  61.45   9.8    9.8  
0.00224  77.11   7.1    7.1  
0.00282  71.59   7.41   7.41 
0.00355  77.33   5.73   5.73 
0.00447  59.07   4.58   4.58 
0.00562  57.6    3.91   3.91 
0.00708  56.5    3.7    3.7  
0.00891  42.82   2.38   2.38 
0.01122  37.42   2.32   2.32 
0.01413  30.08   2.32   2.32 
0.01778  28.45   1.92   1.92 
#                       
#z=4.0                  
0.00141  123.91  21.09  21.09
0.00178  123.49  18.39  18.39
0.00224  96.54   12.21  12.21
0.00282  83.87   9.9    9.9  
0.00355  71.95   8.35   8.35 
0.00447  66.4    5.86   5.86 
0.00562  68.63   5.78   5.78 
0.00708  60.24   4.91   4.91 
0.00891  52.32   3.98   3.98 
0.01122  46.19   3.66   3.66 
0.01413  31.83   3.46   3.46 
0.01778  36.44   3.76   3.76 
#                       
#z=4.2                  
0.00141  167.33  42.6   42.6
0.00178  131.55  21.88  21.88
0.00224  122.69  18.37  18.37
0.00282  134.66  17.84  17.84
0.00355  113.73  13.62  13.62
0.00447  84.39   9.77   9.77
0.00562  68.02   7.22   7.22
0.00708  77.3    8.08   8.08
0.00891  62.49   6.13   6.13
0.01122  52.11   4.78   4.78
0.01413  50.56   4.83   4.83
0.01778  37.86   4.45   4.45
#
#
#D'aloisio et al. 2016
#   (commented out are the original values of k in Mpc/h and delta=k*P/pi and errors on delta)
#z=5.2
0.000942  639.76  168.3  168.36  #0.13  0.19  0.05  0.05
0.001908  319.88  84.18  84.180  #0.26  0.19  0.05  0.05
0.002850  336.59  100.9  100.98  #0.39  0.30  0.09  0.09
0.003840  286.13  75.74  84.157  #0.52  0.34  0.09  0.10
0.005445  218.78  39.27  33.660  #0.78  0.39  0.07  0.06
0.007871  244.42  43.36  55.192  #1.11  0.62  0.11  0.14
0.011096  186.70  26.25  29.173  #1.50  0.64  0.09  0.10
0.015741  162.06  16.20  18.232  #2.16  0.80  0.08  0.09
0.022128  125.43  9.977  14.253  #3.07  0.88  0.07  0.10
0.031038  96.792  8.066  8.0660  #4.34  0.96  0.08  0.08
0.043413  73.049  5.729  5.0130  #6.11  1.02  0.08  0.07
0.061164  34.985  2.535  2.0280  #8.63  0.69  0.05  0.04
#                 
#z=5.4           
0.000942  786.25  239.294 239.294   #0.13  0.23  0.07  0.07
0.001908  477.49  148.188 148.188   #0.27  0.29  0.09  0.09
0.002850  622.31  177.805 188.918   #0.40  0.56  0.16  0.17
0.003840  378.60  123.458 115.227   #0.54  0.46  0.15  0.14
0.005445  426.62  82.954  94.805    #0.75  0.72  0.14  0.16
0.007871  273.18  44.851  48.928    #1.09  0.67  0.11  0.12
0.011096  288.71  45.288  42.458    #1.57  1.02  0.16  0.15
0.015741  167.88  21.726  19.751    #2.25  0.85  0.11  0.10
0.022128  174.63  19.877  18.457    #3.13  1.23  0.14  0.13
0.031038  116.94  11.186  9.152     #4.37  1.15  0.11  0.09
0.043413  66.185  5.818   5.091     #6.11  0.91  0.08  0.07
0.061164  48.749  3.079   3.079     #8.66  0.95  0.06  0.06
#                 
#z=5.6           
0.000942  1193.41 419.309 451.564   #0.14  0.37  0.13  0.14
0.001908  596.403 209.547 209.547   #0.28  0.37  0.13  0.13
0.002850  612.417 236.372 236.372   #0.42  0.57  0.22  0.22
0.003840  522.411 174.137 166.222   #0.57  0.66  0.22  0.21
0.005445  624.617 179.288 156.154   #0.78  1.08  0.31  0.27
0.007871  300.744 63.315  59.357    #1.14  0.76  0.16  0.15
0.011096  371.347 71.519  68.768    #1.64  1.35  0.26  0.25
0.015741  254.380 33.785  45.709    #2.27  1.28  0.17  0.23
0.022128  254.552 33.940  38.183    #3.19  1.80  0.24  0.27
0.031038  218.475 24.275  23.264    #4.46  2.16  0.24  0.23
0.043413  160.070 18.190  14.552    #6.20  2.20  0.25  0.20
0.061164  108.870 9.897   7.293     #8.66  2.09  0.19  0.14
#
#
#Palanque-Delabrouille et al. 2013 (BOSS QSO) [subset of redshifts avail.]
#z=4.4
0.001329  77.341331  27.033298  23.069077
0.002433  102.427800  38.653340  31.526973
0.003520  125.467357  46.177842  36.823571
0.004573  209.970780  54.725404  52.245380
0.005693  112.072027  44.411624  41.553123
0.006763  227.176680  61.168848  54.187015
0.007850  154.198172  51.077894  46.731691
0.008937  193.019706  63.939162  56.652017
0.010015  116.024051  51.589249  40.487805
0.011110  258.806722  67.455169  63.069381
0.012180  502.861169  139.746708  109.362503
0.013284  61.379777  39.544242  29.464847
0.014354  188.403636  72.877771  59.754607
0.015449  70.740231  42.449833  34.702103
0.016519  175.251385  77.935993  63.463253
0.017614  343.017542  126.241585  111.955133
0.018692  97.456265  60.620032  46.782705
0.019635  393.231080  206.671517  168.303606
#z=4.0
0.001329  60.522345  8.363397  8.777076
0.002425  103.467868  6.542286  14.400802
0.003486  87.102143  10.696375  12.122979
0.004564  63.864366  10.834502  11.804376
0.005371  119.603959  28.122840  24.081059
0.005914  66.964689  19.787678  18.013427
0.006449  115.716223  24.318236  26.997529
0.006984  61.118012  19.144643  17.344434
0.007544  80.634489  21.712969  21.288205
0.008062  84.143401  21.931138  22.215604
0.008614  138.621773  33.764645  30.150391
0.009141  53.878950  19.830423  16.582633
0.009701  68.512044  20.852196  18.769891
0.010227  67.700753  21.208131  18.547899
0.010771  98.065758  28.114206  24.401229
0.011314  51.263995  18.865106  16.496555
0.011841  84.473582  24.958164  22.724213
0.012384  57.063134  21.535029  18.886593
0.012927  175.243370  39.737125  36.232695
0.013471  75.271357  25.618288  22.092129
0.013997  59.052156  24.532120  19.275557
0.014558  123.436667  34.307625  30.080135
0.015084  115.143828  38.141068  29.239472
0.015636  145.872288  36.770457  37.041700
0.016171  162.738812  43.812502  37.970706
0.016714  57.057668  24.812830  20.662635
0.017232  72.678500  28.112441  26.633895
0.017775  156.346153  47.579001  39.701601
0.018336  131.358871  47.120463  38.553729
0.018854  30.762747  18.458981  14.767352
0.019397  137.533961  50.618237  42.332220
0.019924  142.361892  55.067748  45.810425
#z=3.6
0.001329  23.638771  2.363877  2.363877
0.002407  40.438706  4.043870  4.043870
0.003486  45.599956  4.559995  4.559995
0.004573  39.834955  3.983495  3.983495
0.005371  48.997381  4.899738  4.899738
0.005914  38.044931  5.257413  5.517176
0.006441  47.141449  5.072104  5.723249
0.006992  34.214244  4.727666  4.153894
0.007527  36.670279  5.639173  4.670860
0.008071  42.820791  3.016645  5.960891
0.008614  49.552843  2.421660  6.014031
0.009149  41.555967  1.730640  6.270137
0.009684  49.492087  3.487414  5.112712
0.010227  40.339684  5.575428  5.136152
0.010762  38.862686  3.888312  5.409191
0.011323  51.223248  3.609655  6.828102
0.011841  36.295066  5.868764  5.051594
0.012392  24.670325  4.185072  3.577897
0.012927  29.012403  5.621183  4.709837
0.013462  48.374739  5.204094  4.100266
0.014014  24.327504  5.111197  4.361555
0.014558  22.024382  4.091537  4.192099
0.015084  36.412400  7.054213  5.492164
0.015627  38.140587  5.866236  6.409034
0.016162  33.295595  4.601008  5.594298
0.016706  37.931920  12.223364  6.373074
0.017241  28.179764  5.922032  5.519334
0.017784  34.911885  6.483156  6.258807
0.018327  33.647800  5.977374  6.405921
0.018845  40.143036  6.174826  4.389394
0.019389  26.102975  5.058565  6.090694
0.019932  25.048259  6.101297  5.973628
