#HS~1700$+$6416     
                   2.76 1.80 +0.12  -0.15   +0.03  -0.00
#SDSS~J0818$+$4908  
                   2.68 1.48 +0.29  -0.25   +0.02  -0.00
                   2.72 1.96 +0.23  -0.20   +0.02  -0.00
                   2.76 2.31 +0.24  -0.19   +0.01  -0.01
                   2.80 2.13 +0.19  -0.15   +0.00  -0.01
                   2.84 1.94 +0.14  -0.13   +0.01  -0.00
                   2.88 2.51 +0.21  -0.18   +0.02  -0.00
#HS~1157$+$3143     
                   2.80 2.54 +0.30  -0.20   +0.00  -0.00
                   2.84 2.34 +0.14  -0.13   +0.00  -0.00
                   2.88 3.42 +0.47  -0.26   +0.00  -0.00
                   2.92 2.10 +0.13  -0.10   +0.00  -0.00
#SDSS~J0924$+$4852  
                   2.68 3.03 +0.42  -0.32   +0.00  -0.00
                   2.72 1.89 +0.10  -0.08   +0.00  -0.00
                   2.76 1.58 +0.06  -0.06   +0.00  -0.00
                   2.80 2.37 +0.09  -0.08   +0.00  -0.00
                   2.84 2.63 +0.10  -0.09   +0.00  -0.00
                   2.88 1.92 +0.06  -0.06   +0.00  -0.00
                   2.92 2.50 +0.09  -0.09   +0.00  -0.00
                   2.72 2.54 +0.32  -0.27   +0.03  -0.00  
                   2.76 3.94 +1.06  -0.58   +0.37  -0.00  
                   2.80 2.98 +0.35  -0.26   +0.00  -0.00  
                   2.88 3.89 +1.05  -0.57   +0.26  -0.00  
                   2.92 2.27 +0.24  -0.21   +0.00  -0.00  
#SDSS~J1237$+$0126  
                   2.68 1.82 +0.24  -0.21   +0.01  -0.00  
                   2.72 1.94 +0.18  -0.12   +0.00  -0.02  
                   2.76 2.25 +0.14  -0.15   +0.01  -0.00  
                   2.80 3.78 +0.61  -0.37   +0.00  -0.00  
                   2.84 2.33 +0.13  -0.13   +0.00  -0.00  
                   2.88 3.09 +0.25  -0.21   +0.00  -0.00    
                   3.08 3.04 +0.21  -0.19   +0.00  -0.00  
#Q~0302$-$003       
                   2.80 2.07 +0.18  -0.15   +0.00  -0.00  
                   2.84 2.06 +0.12  -0.11   +0.00  -0.00  
                   2.88 4.69 +1.25  -0.74   +0.00  -0.00  
                   2.92 4.17 +0.72  -0.44   +0.00  -0.00  
                   3.08 5.11 +1.22  -0.63   +0.00  -0.00  
                   3.12 5.38 +1.32  -0.73   +0.00  -0.00  
#HS~0911$+$4809     
                   2.72 2.14 +0.24  -0.15   +0.00  -0.02
                   2.76 2.89 +0.22  -0.23   +0.04  -0.00
                   2.80 2.03 +0.13  -0.10   +0.00  -0.00
                   2.84 2.78 +0.17  -0.17   +0.02  -0.00
                   2.88 4.46 +1.13  -0.42   +0.00  -0.05
                   3.08 3.42 +0.22  -0.23   +0.03  -0.00
                   3.16 3.11 +0.21  -0.15   +0.00  -0.00
                   3.20 4.28 +0.49  -0.36   +0.03  -0.00
#SDSS~J1253$+$6817  
                   2.84 2.89 +0.15  -0.13   +0.01  -0.00
                   2.88 2.76 +0.13  -0.12   +0.01  -0.00
                   3.12 3.41 +0.20  -0.18   +0.02  -0.00
                   3.16 3.11 +0.17  -0.15   +0.00  -0.00
#SDSS~J2346$-$0016  
                   2.84 3.13 +0.16  -0.15   +0.00  -0.00
                   2.88 2.52 +0.10  -0.09   +0.00  -0.00
#SDSS~J1711$+$6052  
                   3.36 5.17 +0.90  -0.49   +0.30  -0.04
                   3.40 4.55 +0.44  -0.31   +0.07  -0.03
#SDSS~J1319$+$5202  
                   3.40 4.31 +0.86  -0.51   +0.17  -0.00
                   3.44 2.41 +0.15  -0.14   +0.00  -0.00
                   3.48 3.59 +0.58  -0.35   +0.00  -0.00

