#z Q_H Q_H-err Q_H+err Q_He Q_He-err Q_He+err
6.8 0.584554926125 0.563301604128 0.629396997872 0.328942375454 0.2680065078 0.417537195315
6.81 0.582004928816 0.561020119702 0.626847103514 0.327692172169 0.267067073036 0.416195145653
6.82 0.579306891026 0.558738635276 0.624297209155 0.326319997832 0.266127638272 0.41485309599
6.83 0.576608853235 0.55645715085 0.621747314796 0.324947823494 0.265188203509 0.413511046328
6.84 0.573910815444 0.554175666424 0.619197420438 0.323575649157 0.264248768745 0.412168996665
6.85 0.571314684891 0.551772344796 0.616495229577 0.322247519922 0.263339793282 0.410537583648
6.86 0.568766538089 0.549356655403 0.61377757901 0.3210278094 0.262433909759 0.408876797191
6.87 0.566218391287 0.546940966011 0.611059928444 0.319808098878 0.261528026237 0.407216010733
6.88 0.563670244484 0.544525276618 0.608342277877 0.318588388356 0.260622142715 0.405555224276
6.89 0.561227265951 0.542254273504 0.605479941032 0.317368677834 0.259571572915 0.403894437819
6.9 0.558829010137 0.539989564699 0.602611309879 0.316148967312 0.258514708805 0.402233651362
6.91 0.556430754323 0.537724855893 0.599742678725 0.31492925679 0.257457844696 0.400572864904
6.92 0.554032498509 0.53545882197 0.596876697807 0.313709546268 0.256402305705 0.398913403565
6.93 0.551525813394 0.533043132578 0.594310027827 0.312489835746 0.255496422182 0.397403597694
6.94 0.548977666592 0.530627443186 0.591743357848 0.311270125224 0.25459053866 0.395893791824
6.95 0.54642951979 0.528211753793 0.589176687869 0.310050414702 0.253684655138 0.394383985954
6.96 0.543881372987 0.525805008945 0.586601073345 0.30883070418 0.252778771616 0.392874180083
6.97 0.541444916518 0.523540300139 0.583883422779 0.307610993658 0.251872888094 0.391364374213
6.98 0.539046660704 0.521275591334 0.581165772212 0.306391283135 0.250967004572 0.389854568343
6.99 0.53664840489 0.519010882528 0.578448121646 0.305171572613 0.250061121049 0.388344762473
7.0 0.534250149076 0.516746173723 0.575747035049 0.303951862091 0.249138673557 0.386834956602
7.01 0.531851893262 0.514481464918 0.57318036507 0.302732151569 0.248081809448 0.385325150732
7.02 0.529453637448 0.512216756112 0.57061369509 0.301512441047 0.247024945339 0.383815344862
7.03 0.527055381634 0.509952047307 0.568047025111 0.300292730525 0.24596808123 0.382305538992
7.04 0.52465712582 0.507687338501 0.565480355132 0.299073020003 0.244935400517 0.380795733121
7.05 0.522377082402 0.505422629696 0.562913685152 0.297853309481 0.244029516995 0.379285927251
7.06 0.520128717576 0.503157920891 0.560347015173 0.296633598959 0.243123633472 0.377776121381
7.07 0.51788035275 0.500893212085 0.557780345193 0.295413888437 0.24221774995 0.376266315511
7.08 0.515631987925 0.498660306102 0.555245478036 0.294194177915 0.241311866428 0.37475650964
7.09 0.513262149672 0.496546577884 0.552829788644 0.293025288665 0.240405982906 0.37324670377
7.1 0.510863893858 0.494432849665 0.550414099251 0.291958041958 0.239500099384 0.3717368979
7.11 0.508465638044 0.492319121447 0.547998409859 0.290890795251 0.238594215862 0.370227092029
7.12 0.50606738223 0.49016597098 0.545582720466 0.289823548544 0.237727754588 0.368756708408
7.13 0.50400175164 0.487901262175 0.543167031074 0.288691928227 0.236972851653 0.367397883125
7.14 0.502003205128 0.485636553369 0.540751341682 0.287472217705 0.236217948718 0.366039057841
7.15 0.500004658617 0.483371844564 0.538335652289 0.286252507183 0.235463045783 0.364680232558
7.16 0.498006112105 0.481227353372 0.536003592541 0.285032796661 0.234692462289 0.363326634128
7.17 0.495918469551 0.479348483845 0.533856313081 0.283891012089 0.233887232492 0.361984584465
7.18 0.493670104726 0.477469614317 0.531709033621 0.282823765382 0.233082002694 0.360642534803
7.19 0.4914217399 0.47559074479 0.529561754161 0.281756518675 0.232276772897 0.35930048514
7.2 0.489173375075 0.473711875262 0.527414474701 0.280689271968 0.231471543099 0.357958435478
7.21 0.486981728906 0.471760170278 0.525034121778 0.279693175042 0.230578910753 0.356601818724
7.22 0.484883255069 0.469797422646 0.522618432386 0.278744511303 0.229673027231 0.355242993441
7.23 0.482784781231 0.467834675015 0.520202742993 0.277795847563 0.228767143709 0.353884168157
7.24 0.480686307394 0.465871927384 0.517787053601 0.276847183824 0.227861260187 0.352525342874
7.25 0.478587833557 0.463770456503 0.515371364209 0.275874803491 0.227094099914 0.351166517591
7.26 0.47648935972 0.461656728285 0.512955674816 0.274807556784 0.226339196979 0.349807692308
7.27 0.474390885883 0.459543000066 0.510539985424 0.273740310078 0.225584294044 0.348448867024
7.28 0.472292412045 0.457429271848 0.508124296031 0.272673063371 0.224829391108 0.347090041741
7.29 0.470193938208 0.455461886305 0.505854949314 0.271605816664 0.223928145498 0.345731216458
7.3 0.468095464371 0.453499138674 0.503590240509 0.270538569957 0.223022261976 0.344372391175
7.31 0.465996990534 0.451536391042 0.501325531703 0.26947132325 0.222116378454 0.343013565891
7.32 0.463898516697 0.449573643411 0.499060822898 0.268404076544 0.221213476446 0.341657722123
7.33 0.461800042859 0.44761089578 0.496796114093 0.267336829837 0.220458573511 0.340449877427
7.34 0.459701569022 0.445648148148 0.494531405287 0.26626958313 0.219703670576 0.33924203273
7.35 0.457603095185 0.443685400517 0.492266696482 0.265202336423 0.218948767641 0.338034188034
7.36 0.455504621348 0.441722652885 0.490012588617 0.264135089716 0.218193864705 0.336815742397
7.37 0.45340614751 0.439759905254 0.487898860399 0.26306784301 0.21743896177 0.335456917114
7.38 0.451307673673 0.437797157623 0.485785132181 0.262000596303 0.216684058835 0.334098091831
7.39 0.449209199836 0.435834409991 0.483671403962 0.260933349596 0.2159291559 0.332739266547
7.4 0.447110725999 0.43387166236 0.481539455377 0.259866102889 0.215174252965 0.331398661631
7.41 0.445085275976 0.431908914729 0.479274746571 0.258883558302 0.21441935003 0.330190816935
7.42 0.443136693128 0.429946167097 0.477010037766 0.257968775411 0.213664447095 0.328982972239
7.43 0.441188110279 0.427983419466 0.47474532896 0.257053992519 0.21290954416 0.327775127543
7.44 0.43923952743 0.426046511628 0.472506459948 0.256139209628 0.212154641224 0.326541443053
7.45 0.437290944581 0.424234744584 0.47039273173 0.255126172277 0.211399738289 0.32518261777
7.46 0.435342361732 0.422422977539 0.468279003512 0.254058925571 0.210644835354 0.323823792487
7.47 0.433393778883 0.420611210495 0.466165275293 0.252991678864 0.209889932419 0.322464967203
7.48 0.431445196035 0.418799443451 0.464051547075 0.251924432157 0.209135029484 0.32113960114
7.49 0.429496613186 0.416987676406 0.461937818856 0.250968992248 0.208380126549 0.319931756443
7.5 0.427548030337 0.415175909362 0.459824090638 0.250054209357 0.207625223614 0.318723911747
7.51 0.425599447488 0.413364142318 0.45771036242 0.249139426465 0.206870320678 0.317516067051
7.52 0.423650864639 0.411552375273 0.455637712847 0.248224643573 0.206115417743 0.316308222355
7.53 0.421821891771 0.409740608229 0.453674965216 0.247309860682 0.205360514808 0.315100377659
7.54 0.420089818128 0.407928841185 0.451712217584 0.24639507779 0.204605611873 0.313892532962
7.55 0.418357744484 0.40611707414 0.449749469953 0.245480294899 0.203850708938 0.312684688266
7.56 0.416625670841 0.404370237859 0.447813776806 0.244565512007 0.203122860487 0.311520130745
7.57 0.414876942643 0.402759778264 0.445934907279 0.24351181764 0.202451835656 0.310446491015
7.58 0.412928359794 0.401149318669 0.444056037751 0.242444570933 0.201780810825 0.309372851285
7.59 0.410979776945 0.399538859074 0.442177168224 0.241377324226 0.201109785994 0.308299211555
7.6 0.409031194097 0.397928399479 0.440298298696 0.240310077519 0.200438761162 0.307225571825
7.61 0.407097402355 0.396140926257 0.438345673491 0.239496937171 0.199693980653 0.306166683231
7.62 0.405298710495 0.394329159213 0.43638292586 0.238683796823 0.198939077718 0.305109819121
7.63 0.403500018634 0.392517392169 0.434420178228 0.237870656475 0.198184174783 0.304052955012
7.64 0.401701326774 0.390705625124 0.432457430597 0.237057516127 0.197429271848 0.302996090903
7.65 0.399902634914 0.389034237726 0.430494682966 0.236274868542 0.196814748559 0.301798847148
7.66 0.398103943053 0.387373451269 0.428531935334 0.235512549466 0.196210826211 0.300591002451
7.67 0.396305251193 0.385712664812 0.426569187703 0.23475023039 0.195606903863 0.299383157755
7.68 0.394506559332 0.384051878354 0.424606440072 0.233987911313 0.195002981515 0.298175313059
7.69 0.392707867472 0.382391091897 0.42264369244 0.233120561609 0.194251060094 0.297115467435
7.7 0.390909175611 0.38073030544 0.420680944809 0.232205778717 0.193496157159 0.296058603326
7.71 0.389110483751 0.379069518982 0.418718197178 0.231290995826 0.192741254224 0.295001739217
7.72 0.38731179189 0.377404094613 0.416755449546 0.230376212934 0.1919909892 0.293940237196
7.73 0.38551310003 0.375592327569 0.414792701915 0.229461430043 0.191387066852 0.2927323925
7.74 0.383714408169 0.373780560525 0.412829954283 0.228546647151 0.190783144504 0.291524547804
7.75 0.381915716309 0.37196879348 0.410867206652 0.22763186426 0.190179222156 0.290316703107
7.76 0.380117024448 0.370169283774 0.408916716359 0.226717081368 0.189575299808 0.289121115749
7.77 0.378346167822 0.368508497317 0.407104949314 0.225802298477 0.18897137746 0.28806425164
7.78 0.37669736695 0.366847710859 0.40529318227 0.224887515585 0.188367455112 0.287007387531
7.79 0.375048566078 0.365186924402 0.403481415226 0.223972732694 0.187763532764 0.285950523421
7.8 0.373399765206 0.363546014709 0.401669648181 0.223057949802 0.187139733651 0.284893659312
7.81 0.371750964334 0.362036208839 0.399857881137 0.222288854556 0.186384830716 0.283836795203
7.82 0.370102163462 0.360526402968 0.398046114093 0.22152653548 0.185629927781 0.282779931094
7.83 0.368453362589 0.359016597098 0.396234347048 0.220764216404 0.184875024846 0.281723066985
7.84 0.366804561717 0.357479295037 0.394422580004 0.219995121158 0.184147618101 0.280666202876
7.85 0.365121403548 0.35581850858 0.39261081296 0.219080338266 0.183543695753 0.279609338766
7.86 0.363322711688 0.354157722123 0.390799045915 0.218165555375 0.182939773405 0.278552474657
7.87 0.361524019827 0.352496935666 0.388987278871 0.217250772483 0.182335851057 0.277495610548
7.88 0.359725327967 0.350871264825 0.387175511827 0.216356318101 0.181731928709 0.276438746439
7.89 0.357964254435 0.349361458954 0.385363744782 0.215593999024 0.181128006361 0.27538188233
7.9 0.356315453563 0.347851653084 0.383551977738 0.214831679948 0.180524084012 0.27432501822
7.91 0.354666652691 0.346341847214 0.381740210694 0.214069360872 0.179920161664 0.273268154111
7.92 0.353017851819 0.344789306301 0.379928443649 0.213273160948 0.179316239316 0.272211290002
7.93 0.351455351819 0.343128519844 0.378116676605 0.212358378056 0.178712316968 0.271154425893
7.94 0.350122987478 0.341467733386 0.376304909561 0.211443595165 0.17810839462 0.270097561784
7.95 0.348790623137 0.339806946929 0.374493142516 0.210528812273 0.177504472272 0.269040697674
7.96 0.347458258795 0.338252464351 0.372793274292 0.209661462568 0.176922929688 0.26806775768
7.97 0.346125894454 0.336910414688 0.371317019663 0.208899143492 0.176386109823 0.267262527883
7.98 0.344541266026 0.335568365026 0.369840765035 0.208136824416 0.175849289958 0.266457298085
7.99 0.342892465154 0.334226315363 0.368364510406 0.20737450534 0.175312470093 0.265652068288
8.0 0.341243664281 0.332884265701 0.366888255777 0.206646067111 0.174775650228 0.26484683849
8.01 0.339594863409 0.331392864242 0.365113297555 0.205968450155 0.174179089644 0.263817580998
8.02 0.337946062537 0.329883058371 0.363301530511 0.205290833198 0.173575167296 0.262760716889
8.03 0.336297261665 0.328373252501 0.361489763467 0.204613216241 0.172971244948 0.261703852779
8.04 0.334648460793 0.326863446631 0.359677996422 0.203935599284 0.1723673226 0.26064698867
8.05 0.332999659921 0.325495676804 0.358008265421 0.203173280208 0.171763400252 0.259590124561
8.06 0.331476874627 0.324136851521 0.356347478964 0.202410961132 0.171159477904 0.258533260452
8.07 0.329977964744 0.322778026237 0.354686692506 0.201648642056 0.170555555556 0.257476396343
8.08 0.32847905486 0.321419200954 0.353025906049 0.200886322979 0.169951633207 0.256419532233
8.09 0.326980144976 0.319910720201 0.351365119592 0.200124003903 0.169347710859 0.255512323594
8.1 0.325481235092 0.318400914331 0.349704333135 0.199361684827 0.168743788511 0.254606440072
8.11 0.323982325209 0.316891108461 0.348043546677 0.198599365751 0.168139866163 0.253700556549
8.12 0.322483415325 0.315381302591 0.346389054529 0.197837046674 0.167535943815 0.252794673027
8.13 0.320984505441 0.31387149672 0.344879248658 0.197074727598 0.166932021467 0.251888789505
8.14 0.319485595558 0.31236169085 0.343369442788 0.196312408522 0.166328099119 0.250982905983
8.15 0.317986685674 0.31085188498 0.341859636918 0.195550089445 0.165724176771 0.250077022461
8.16 0.31648777579 0.309355992844 0.340335917313 0.194787770369 0.165134168157 0.249171138939
8.17 0.314988865906 0.307997167561 0.338675130855 0.194025451293 0.164681226396 0.248265255416
8.18 0.313489956023 0.306638342278 0.337014344398 0.193263132217 0.164228284635 0.247359371894
8.19 0.311991046139 0.305279516995 0.335353557941 0.19250081314 0.163775342874 0.246453488372
8.2 0.310492136255 0.303920691711 0.333692771483 0.191738494064 0.163300867952 0.24554760485
8.21 0.308993226372 0.302561866428 0.332031985026 0.190976174988 0.162696945604 0.244641721328
8.22 0.307494316488 0.301203041145 0.330371198569 0.190213855912 0.162093023256 0.243735837806
8.23 0.305995406604 0.299844215862 0.328710412112 0.189451536835 0.161489100908 0.242829954283
8.24 0.30449649672 0.298485390578 0.327078778242 0.188756979455 0.16088517856 0.241894918174
8.25 0.302997586837 0.297126565295 0.325568972371 0.188147124194 0.160281256211 0.240838054065
8.26 0.301640997689 0.295767740012 0.324059166501 0.187537268933 0.159677333863 0.239781189956
8.27 0.300291978794 0.294408914729 0.322549360631 0.186927413672 0.159073411515 0.238724325846
8.28 0.298942959899 0.293050089445 0.321039554761 0.186236244376 0.158506261181 0.237741005764
8.29 0.297593941003 0.291691264162 0.31952974889 0.1854739253 0.15805331942 0.236986102829
8.3 0.29626109786 0.290332438879 0.31801994302 0.184711606223 0.157600377659 0.236231199894
8.31 0.294928733519 0.288973613596 0.31651013715 0.183949287147 0.157147435897 0.235476296959
8.32 0.293596369178 0.287659179752 0.315049655101 0.183186968071 0.156669832225 0.234706596877
8.33 0.292264004837 0.286451335056 0.313707605439 0.182424648994 0.15613301236 0.23390136708
8.34 0.290923384392 0.28524349036 0.312365555776 0.181662329918 0.155596192495 0.233096137282
8.35 0.289574365496 0.284035645664 0.311023506114 0.180900010842 0.15505937263 0.232290907485
8.36 0.288225346601 0.282827800967 0.309681456451 0.180294296573 0.154522552765 0.231485677687
8.37 0.286876327706 0.281491502683 0.30819668058 0.179752203008 0.154057096005 0.230594812165
8.38 0.28552730881 0.2801326774 0.30668687471 0.179210109443 0.153604154244 0.229688928642
8.39 0.284178289915 0.278773852117 0.30517706884 0.178668015877 0.153151212483 0.22878304512
8.4 0.28282927102 0.277415026834 0.30366726297 0.178104840896 0.152698270722 0.227877161598
8.41 0.281480252124 0.276192274564 0.302293530113 0.177494985635 0.152109255946 0.226971278076
8.42 0.280131233229 0.274984429868 0.30093470483 0.176885130374 0.151505333598 0.226065394554
8.43 0.278782214334 0.273776585172 0.299575879547 0.176275275112 0.15090141125 0.225159511032
8.44 0.277433195438 0.272568740476 0.298217054264 0.175604434325 0.150297488902 0.224253627509
8.45 0.276084176543 0.271217203339 0.29671453654 0.174842115249 0.149837258994 0.223491436427
8.46 0.274735157648 0.269858378056 0.29520473067 0.174079796173 0.149384317233 0.222736533492
8.47 0.273386138752 0.268499552773 0.2936949248 0.173317477097 0.148931375472 0.221981630557
8.48 0.272037119857 0.267141058769 0.292185450209 0.172629695886 0.148478433711 0.221226396343
8.49 0.270688100962 0.265933214073 0.290826624925 0.172019840624 0.14802549195 0.220320512821
8.5 0.269426431127 0.264725369377 0.289467799642 0.171409985363 0.147572550189 0.219414629298
8.51 0.26822730322 0.26351752468 0.288108974359 0.170800130102 0.147119608428 0.218508745776
8.52 0.267028175313 0.262309679984 0.28674219837 0.170190274841 0.146666666667 0.21761081296
8.53 0.265829047406 0.261101835288 0.2852323925 0.16958041958 0.146213724906 0.216855910025
8.54 0.264539309407 0.259893990592 0.28372258663 0.168970564319 0.145760783145 0.216101007089
8.55 0.263190290511 0.258686145895 0.282212780759 0.168360709058 0.145307841383 0.215346104154
8.56 0.261841271616 0.257462731067 0.280718545021 0.167649211254 0.14483932949 0.214575631087
8.57 0.260492252721 0.256103905784 0.279359719738 0.166886892178 0.144235407142 0.213669747565
8.58 0.259143233825 0.254745080501 0.278000894454 0.166124573101 0.143631484794 0.212763864043
8.59 0.25779421493 0.253386255218 0.276642069171 0.165362254025 0.143027562446 0.211857980521
8.6 0.256445196035 0.252050619492 0.275283243888 0.164715129831 0.142446829656 0.210975286557
8.61 0.255096177139 0.250842774796 0.273924418605 0.16410527457 0.141993887895 0.210220383622
8.62 0.2538442904 0.2496349301 0.272565593321 0.163495419309 0.141540946134 0.209465480686
8.63 0.252645162493 0.248427085404 0.271206768038 0.162885564048 0.141088004373 0.208710577751
8.64 0.251446034586 0.247250049692 0.269847942755 0.162275708787 0.140635062612 0.207955674816
8.65 0.250246906679 0.246193185583 0.268489117472 0.161665853526 0.140182120851 0.207200771881
8.66 0.249047778772 0.245136321474 0.267130292188 0.161055998265 0.13972917909 0.206445868946
8.67 0.247848650865 0.244079457364 0.265771466905 0.160446143004 0.139276237329 0.205690966011
8.68 0.246649522958 0.242984164845 0.264451070032 0.159836287743 0.138823295567 0.204936063076
8.69 0.245450395051 0.241776320148 0.263243225336 0.159226432482 0.138370353806 0.20418116014
8.7 0.244343404227 0.240568475452 0.26203538064 0.158616577221 0.137917412045 0.203426257205
8.71 0.243277512754 0.239360630756 0.260827535944 0.15800672196 0.137464470284 0.20267135427
8.72 0.242211621281 0.23819371747 0.259619691248 0.157396866699 0.137026877802 0.201942033467
8.73 0.241145729809 0.23712007774 0.258411846551 0.156787011438 0.136624262903 0.201271008635
8.74 0.240051058438 0.23604643801 0.257204001855 0.156177156177 0.136221648005 0.200599983804
8.75 0.238851930531 0.23497279828 0.255996157159 0.155574829993 0.135819033106 0.199928958973
8.76 0.237652802624 0.23389915855 0.254788312463 0.155032736428 0.135416418207 0.199257934142
8.77 0.236453674717 0.232839975485 0.253580467767 0.154490642863 0.134970433313 0.198514625986
8.78 0.23525454681 0.231783111376 0.25237262307 0.153948549297 0.134517491552 0.19775972305
8.79 0.234055418903 0.230726247267 0.251164778374 0.153406455732 0.134064549791 0.197004820115
8.8 0.232856290996 0.229669383158 0.249956933678 0.152816176072 0.13361160803 0.19624991718
8.81 0.231657163089 0.228474789638 0.248611359571 0.152206320811 0.133158666269 0.195495014245
8.82 0.230458035182 0.227266944941 0.247252534287 0.15159646555 0.132705724508 0.19474011131
8.83 0.229258907275 0.226059100245 0.245893709004 0.150986610289 0.132252782747 0.193985208375
8.84 0.228059779368 0.224851255549 0.244534883721 0.15049872608 0.131799840986 0.19323030544
8.85 0.226860651461 0.22378875969 0.243321407275 0.150041334634 0.131346899225 0.192475402504
8.86 0.225703684034 0.222731895581 0.242113562579 0.149583943189 0.130893957464 0.191720499569
8.87 0.224654447115 0.221675031472 0.240905717882 0.149126551743 0.130441015703 0.190965596634
8.88 0.223605210197 0.220616179686 0.239697873186 0.148533636906 0.129988073942 0.190210693699
8.89 0.222555973278 0.21940833499 0.23849002849 0.147923781645 0.12953513218 0.189455790764
8.9 0.221461314848 0.218200490294 0.237282183794 0.147313926384 0.129082190419 0.188700887829
8.91 0.220262186941 0.216992645597 0.236074339098 0.146704071123 0.128629248658 0.187945984894
8.92 0.219063059034 0.215794408004 0.234866494401 0.146094215862 0.128176306897 0.187191081959
8.93 0.217863931127 0.214737543895 0.233658649705 0.145484360601 0.127723365136 0.186436179023
8.94 0.216713485763 0.213680679785 0.232450805009 0.14487450534 0.127270423375 0.185681276088
8.95 0.215664248845 0.212623815676 0.231242960313 0.144264650079 0.126817481614 0.184926373153
8.96 0.214615011926 0.211566951567 0.230035115617 0.143654794818 0.126364539853 0.184171470218
8.97 0.213565775007 0.210510087458 0.22882727092 0.143044939557 0.125911598092 0.183416567283
8.98 0.212464594514 0.209453223349 0.227619426224 0.142435084296 0.125458656331 0.182661664348
8.99 0.211265466607 0.208396359239 0.226411581528 0.141848945628 0.12500571457 0.181906761413
9.0 0.2100663387 0.20733949513 0.225203736832 0.141391554182 0.124552772809 0.181176704433
9.01 0.208867210793 0.206282631021 0.223995892135 0.140934162736 0.124099831048 0.180572782084
9.02 0.207723287493 0.205225766912 0.222788047439 0.140476771291 0.123646889286 0.179968859736
9.03 0.206674050574 0.204168902803 0.221580202743 0.139982110912 0.123193947525 0.179364937388
9.04 0.205624813655 0.203112038693 0.220404823428 0.139372255651 0.122773471146 0.178728549659
9.05 0.204575576737 0.202055174584 0.219347959319 0.13876240039 0.122471509972 0.177973646724
9.06 0.203526339818 0.200998310475 0.21829109521 0.138152545129 0.122169548797 0.177218743789
9.07 0.2024771029 0.199941446366 0.217234231101 0.137542689868 0.121867587623 0.176463840853
9.08 0.201427865981 0.198924667064 0.216137282184 0.136932834607 0.121525541642 0.175708937918
9.09 0.200378629062 0.198018783542 0.214929437488 0.136322979346 0.121072599881 0.174954034983
9.1 0.199377401776 0.19711290002 0.213721592791 0.135713124085 0.12061965812 0.174199132048
9.11 0.198444746737 0.196207016498 0.212513748095 0.135167642435 0.120166716359 0.173444229113
9.12 0.197512091698 0.195290532035 0.211390710926 0.134710250989 0.119729676009 0.172758232293
9.13 0.196579436659 0.194351097271 0.210451276162 0.134252859544 0.11932706111 0.172221412428
9.14 0.195646781621 0.193411662507 0.209511841398 0.133795468098 0.118924446211 0.171684592563
9.15 0.194604972607 0.192472227744 0.208572406634 0.133294784458 0.118521831313 0.171147772698
9.16 0.193555735689 0.19153279298 0.207632971871 0.132752690892 0.118119216414 0.170610952833
9.17 0.19250649877 0.190490873253 0.206459285762 0.132210597327 0.11780444577 0.170015570132
9.18 0.191457261852 0.189434009143 0.205251441065 0.131668503762 0.117502484596 0.169411647784
9.19 0.190408024933 0.188377145034 0.204043596369 0.131135821543 0.117200523421 0.168807725436
9.2 0.189358788014 0.187320280925 0.202835751673 0.130678430097 0.116898562247 0.168203803088
9.21 0.188309551096 0.186402802624 0.201767292785 0.130221038651 0.116457215265 0.167460494931
9.22 0.187260314177 0.185496919102 0.200710428676 0.129763647206 0.116004273504 0.166705591996
9.23 0.186211077259 0.184591035579 0.199653564566 0.12930625576 0.115551331743 0.165950689061
9.24 0.18516184034 0.183685152057 0.198596700457 0.128848864314 0.115098389982 0.165195786126
9.25 0.184112603421 0.182632263301 0.197539836348 0.128391472868 0.114645448221 0.164587888425
9.26 0.183063599434 0.181575399192 0.196482972239 0.127934081422 0.11419250646 0.163983966077
9.27 0.182164253503 0.180518535083 0.19542610813 0.127432644875 0.113739564699 0.163380043729
9.28 0.181264907573 0.179465315047 0.19436924402 0.126822789613 0.113290267011 0.162772477307
9.29 0.180365561643 0.178559431525 0.193312379911 0.126212934352 0.112988305837 0.162017574372
9.3 0.17946272175 0.177653548002 0.192255515802 0.125603079091 0.112686344663 0.161262671437
9.31 0.178413484832 0.17674766448 0.191198651693 0.125050821272 0.112384383489 0.160507768502
9.32 0.177364247913 0.175841780958 0.190141787584 0.124593429826 0.112071158815 0.159764129066
9.33 0.176315010994 0.174935897436 0.189084923474 0.12413603838 0.111618217054 0.159160206718
9.34 0.17527252907 0.174030013914 0.188028059365 0.123678646934 0.111165275293 0.15855628437
9.35 0.17437318314 0.173124130392 0.186971195256 0.123221255489 0.110712333532 0.157952362022
9.36 0.173473837209 0.172199363944 0.185914331147 0.122763864043 0.110259391771 0.157348439674
9.37 0.172574491279 0.171142499834 0.184857467038 0.122306472597 0.10980645001 0.156744517326
9.38 0.171665129323 0.170085635725 0.183800602929 0.121849081151 0.109353508249 0.156140594978
9.39 0.170615892405 0.169028771616 0.182743738819 0.121306987586 0.108900566488 0.15553667263
9.4 0.169566655486 0.167998409859 0.18168687471 0.120697132325 0.108474127079 0.154932750282
9.41 0.168517418567 0.167092526337 0.180630010601 0.120087277064 0.108172165905 0.154328827933
9.42 0.167481458706 0.166186642815 0.179573146492 0.119477421803 0.107870204731 0.153724905585
9.43 0.166582112776 0.165280759292 0.178516282383 0.118965821001 0.107568243557 0.153120983237
9.44 0.165682766846 0.16437487577 0.177493540052 0.118508429555 0.107232160604 0.152482939111
9.45 0.164783420915 0.163468992248 0.17658765653 0.118051038109 0.106779218843 0.151728036176
9.46 0.163895100378 0.162563108726 0.175681773007 0.117593646663 0.106326277082 0.150973133241
9.47 0.163095681773 0.161657225204 0.174775889485 0.117136255218 0.105873335321 0.150218230305
9.48 0.162296263168 0.160779169151 0.17386073014 0.116678863772 0.105471410588 0.149523620221
9.49 0.161496844564 0.159973939354 0.172921295376 0.116221472326 0.105203000655 0.148986800356
9.5 0.160697425959 0.159168709556 0.171981860612 0.11576408088 0.104934590723 0.148449980491
9.51 0.159834572525 0.158363479759 0.171042425849 0.115348475814 0.10466618079 0.147913160626
9.52 0.158935226595 0.157558249961 0.170102991085 0.11494190564 0.104397770858 0.147376340761
9.53 0.158035880665 0.156669151262 0.169191512622 0.114535335466 0.103975601272 0.146783608295
9.54 0.157136534735 0.15576326774 0.1682856291 0.114128765292 0.103522659511 0.146179685947
9.55 0.156237188804 0.154857384218 0.167379745577 0.113700737247 0.10306971775 0.145575763599
9.56 0.155337842874 0.153951500696 0.166473862055 0.113243345801 0.102616775989 0.144971841251
9.57 0.154438496944 0.153179039952 0.165434555754 0.112785954356 0.102163834228 0.144367918903
9.58 0.153539151014 0.152424137017 0.164377691645 0.11232856291 0.101710892467 0.143763996555
9.59 0.152639805083 0.151669234082 0.163320827536 0.111793245514 0.101257950706 0.143160074207
9.6 0.151740459153 0.150914331147 0.162263963427 0.111183390253 0.100805008945 0.142556151858
9.61 0.150841113223 0.150018386007 0.161348141523 0.110573534992 0.100493109388 0.14195222951
9.62 0.149941767293 0.149112502485 0.160442258 0.109963679731 0.100191148214 0.141348307162
9.63 0.149042421363 0.148206618962 0.159536374478 0.109445302759 0.0998891870404 0.140744384814
9.64 0.148143075432 0.14730073544 0.158630490956 0.108987911313 0.0995872258663 0.140140462466
9.65 0.147243729502 0.146394851918 0.157724607434 0.108530519868 0.0992852646922 0.139536540118
9.66 0.146344383572 0.145488968396 0.156818723912 0.108073128422 0.0989833035182 0.13893261777
9.67 0.145445037642 0.144583084874 0.15591284039 0.107615736976 0.0986813423441 0.138328695422
9.68 0.144545691711 0.143682501822 0.155001656397 0.10715834553 0.0983740806997 0.137724773074
9.69 0.143646345781 0.142927598887 0.153944792288 0.106700954085 0.0979211389386 0.137120850726
9.7 0.142746999851 0.142172695952 0.152887928179 0.106243562639 0.0974681971775 0.136516928377
9.71 0.141847653921 0.141417793017 0.151831064069 0.105786171193 0.0970152554164 0.135913006029
9.72 0.14094830799 0.140649970185 0.150787119857 0.105328779747 0.096575233552 0.135309083681
9.73 0.14004896206 0.139744086663 0.149881236335 0.104871388302 0.0962732723779 0.134705161333
9.74 0.13914961613 0.138838203141 0.148975352813 0.104413996856 0.0959713112039 0.134101238985
9.75 0.138364988633 0.137932319618 0.14806946929 0.10395660541 0.0956693500298 0.133497316637
9.76 0.137615533691 0.137026436096 0.147163585768 0.103499213964 0.0953468495329 0.132893394289
9.77 0.136866078749 0.136120552574 0.146257702246 0.103041822519 0.0948939077718 0.132289471941
9.78 0.136116623807 0.135214669052 0.145351818724 0.102584431073 0.0944409660107 0.131685549593
9.79 0.135249189401 0.13430878553 0.144445935202 0.102127039627 0.0939880242497 0.131081627244
9.8 0.13434984347 0.133431060757 0.14354005168 0.101669648181 0.0935632412377 0.130477704896
9.81 0.13345049754 0.132676157822 0.142634168157 0.101212256736 0.0932612800636 0.129873782548
9.82 0.13255115161 0.131921254886 0.141728284635 0.10075486529 0.0929593188896 0.1292698602
